rk,pos,name,age,g,pa,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ba,obp,slg,ops,ops_plus,tb,gdp,hbp,sh,sf,ibb,season,bats
10,C,Tom Haller,26,98,340,298,32,76,8,1,14,44,4,6,34,45,0.255,0.332,0.43,0.762,119.0,128,7,2,3,3,5,1963,Left
11,2B,Joey Amalfitano,29,54,153,137,11,24,3,0,1,7,2,6,12,18,0.175,0.245,0.219,0.464,36.0,30,5,1,2,1,0,1963,Right
12,SS,Ernie Bowman,27,81,131,125,10,23,3,0,0,4,1,2,0,15,0.184,0.181,0.208,0.389,13.0,26,2,0,4,2,0,1963,Right
13,OF,Matty Alou,24,63,80,76,4,11,1,0,0,2,0,1,2,13,0.145,0.177,0.158,0.335,-2.0,12,1,1,1,0,0,1963,Left
14,UT,Cap Peterson,20,22,57,54,7,14,2,0,1,2,0,0,2,13,0.259,0.286,0.352,0.638,84.0,19,0,0,1,0,0,1963,Right
15,OF,Jesús Alou,21,16,25,24,3,6,1,0,0,5,0,1,0,3,0.25,0.28,0.292,0.572,66.0,7,1,1,0,0,0,1963,Right
16,3B,Jim Ray Hart,21,7,25,20,1,4,1,0,0,2,0,0,3,6,0.2,0.36,0.25,0.61,81.0,5,1,2,0,0,1,1963,Right
17,1B,Norm Larker,32,19,16,14,0,1,0,0,0,0,0,0,2,2,0.071,0.188,0.071,0.259,-22.0,1,1,0,0,0,0,1963,Left
18,OF,José Cardenal,19,9,6,5,1,1,0,0,0,2,0,1,1,1,0.2,0.333,0.2,0.533,59.0,1,0,0,0,0,0,1963,Right
19,C,Jimmie Coker,27,4,6,5,0,1,0,0,0,0,0,0,1,2,0.2,0.333,0.2,0.533,59.0,1,0,0,0,0,0,1963,Right
20,P,Juan Marichal,25,42,121,112,6,20,2,0,1,4,0,2,3,26,0.179,0.2,0.223,0.423,23.0,25,0,0,4,0,0,1963,Right
21,P,Jack Sanford,34,45,114,94,9,13,2,1,0,5,0,1,11,35,0.138,0.226,0.181,0.407,20.0,17,3,0,7,1,0,1963,Right
22,P,Billy O'Dell,30,47,87,78,6,16,3,0,0,3,0,2,4,23,0.205,0.244,0.244,0.487,42.0,19,1,0,5,0,0,1963,Both
23,P,Bobby Bolin,24,47,45,35,5,5,0,0,1,3,0,0,5,17,0.143,0.25,0.229,0.479,40.0,8,1,0,4,0,0,1963,Right
24,P,Jack Fisher,24,36,35,29,1,3,2,0,0,4,0,0,4,5,0.103,0.212,0.172,0.385,13.0,5,0,0,2,0,0,1963,Right
25,P,Billy Pierce,36,38,34,31,2,4,0,0,0,0,0,0,2,11,0.129,0.182,0.129,0.311,-8.0,4,0,0,1,0,0,1963,Left
26,P,Jim Duffalo,27,34,19,18,0,2,0,0,0,1,0,0,0,7,0.111,0.111,0.111,0.222,-35.0,2,0,0,1,0,0,1963,Right
27,P,Gaylord Perry,24,32,18,18,1,4,1,0,0,0,0,0,0,6,0.222,0.222,0.278,0.5,44.0,5,0,0,0,0,0,1963,Right
28,P,Don Larsen,33,46,13,11,1,2,0,0,0,0,0,0,1,1,0.182,0.25,0.182,0.432,28.0,2,0,0,1,0,0,1963,Right
29,P,Frank Linzy,22,8,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1963,Right
30,P,Billy Hoeft,31,23,3,1,0,1,0,0,0,1,0,0,1,0,1.0,1.0,1.0,2.0,483.0,1,0,0,1,0,0,1963,Left
31,P,Jim Constable,30,4,1,0,0,0,0,0,0,0,0,0,1,0,,1.0,,,,0,0,0,0,0,0,1963,Both
32,P,Al Stanek,19,11,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1963,Left
33,P,Bob Garibaldi,21,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1963,Left
34,P,Ron Herbel,25,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1963,Right
35,P,John Pregenzer,30,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1963,Right
1,C,Tom Haller,27,117,449,388,43,98,14,3,16,48,4,2,55,51,0.253,0.345,0.428,0.773,115.0,166,9,2,0,4,10,1964,Left
2,1B,Orlando Cepeda,26,142,588,529,75,161,27,2,31,97,9,4,43,83,0.304,0.361,0.539,0.9,148.0,285,13,8,0,7,7,1964,Right
3,2B,Hal Lanier,21,98,401,383,40,105,16,3,2,28,2,1,5,44,0.274,0.283,0.347,0.63,75.0,133,12,0,12,1,0,1964,Right
4,SS,José Pagán,29,134,415,367,33,82,10,1,1,28,5,4,35,66,0.223,0.289,0.264,0.553,56.0,97,7,1,6,6,10,1964,Right
5,3B,Jim Ray Hart,22,153,625,566,71,162,15,6,31,81,5,2,47,94,0.286,0.342,0.498,0.84,132.0,282,13,4,2,6,4,1964,Right
6,LF,Willie McCovey,26,130,434,364,55,80,14,1,18,54,2,1,61,73,0.22,0.336,0.412,0.748,108.0,150,9,5,0,4,5,1964,Left
7,CF,Willie Mays,33,157,665,578,121,171,21,9,47,111,19,5,82,72,0.296,0.383,0.607,0.99,172.0,351,11,1,1,3,13,1964,Right
8,RF,Jesús Alou,22,115,398,376,42,103,11,0,3,28,6,6,13,35,0.274,0.305,0.327,0.632,77.0,123,9,4,5,0,2,1964,Right
9,OF,Harvey Kuenn,33,111,390,351,42,92,16,2,4,22,0,1,35,32,0.262,0.329,0.353,0.682,91.0,124,5,1,1,2,4,1964,Right
10,IF,Jim Davenport,30,116,342,297,24,70,10,6,2,26,2,0,29,46,0.236,0.299,0.33,0.629,76.0,98,11,0,11,5,2,1964,Right
11,OF,Matty Alou,25,110,267,250,28,66,4,2,1,14,5,3,11,25,0.264,0.302,0.308,0.61,71.0,77,3,3,2,1,3,1964,Left
12,2B,Chuck Hiller,29,80,230,205,21,37,8,1,1,17,1,1,17,23,0.18,0.243,0.244,0.487,37.0,50,3,1,4,3,0,1964,Left
13,C,Del Crandall,34,69,219,195,12,45,8,1,3,11,0,3,22,21,0.231,0.309,0.328,0.637,79.0,64,5,0,2,0,9,1964,Right
14,OF,Duke Snider,37,91,189,167,16,35,7,0,4,17,0,0,22,40,0.21,0.302,0.323,0.625,75.0,54,2,0,0,0,4,1964,Left
15,UT,Cap Peterson,21,66,77,74,8,15,1,1,1,8,0,0,3,20,0.203,0.234,0.284,0.518,44.0,21,0,0,0,0,1,1964,Right
16,SS,Gil Garrido,23,14,28,25,1,2,0,0,0,1,1,0,2,7,0.08,0.148,0.08,0.228,-34.0,2,1,0,1,0,0,1964,Right
17,OF,José Cardenal,20,20,17,15,3,0,0,0,0,0,2,0,2,3,0.0,0.118,0.0,0.118,-64.0,0,0,0,0,0,0,1964,Right
18,C,Randy Hundley,22,2,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1964,Right
19,P,Juan Marichal,26,33,107,97,4,14,0,0,0,3,1,2,4,25,0.144,0.178,0.144,0.323,-8.0,14,0,0,6,0,0,1964,Right
20,P,Gaylord Perry,25,46,66,56,0,3,1,0,0,3,0,0,1,23,0.054,0.085,0.071,0.156,-56.0,4,0,1,7,1,0,1964,Right
21,P,Bobby Bolin,25,39,61,50,2,5,1,0,0,3,0,0,6,21,0.1,0.211,0.12,0.331,-5.0,6,2,1,4,0,0,1964,Right
22,P,Bob Hendley,25,30,55,47,3,5,0,0,0,2,0,0,3,18,0.106,0.16,0.106,0.266,-24.0,5,0,0,5,0,0,1964,Right
23,P,Ron Herbel,26,41,54,47,2,0,0,0,0,0,0,0,2,30,0.0,0.041,0.0,0.041,-87.0,0,2,0,5,0,0,1964,Right
24,P,Jack Sanford,35,19,36,30,3,4,1,0,0,4,0,0,3,12,0.133,0.212,0.167,0.379,8.0,5,0,0,3,0,0,1964,Right
25,P,Billy O'Dell,31,50,23,22,4,0,0,0,0,0,0,0,1,7,0.0,0.043,0.0,0.043,-87.0,0,0,0,0,0,0,1964,Both
26,P,Dick Estelle,22,6,17,15,0,1,0,0,0,0,0,0,1,9,0.067,0.125,0.067,0.192,-44.0,1,0,0,1,0,0,1964,Both
27,P,Jim Duffalo,28,35,15,14,1,1,0,0,0,0,0,0,0,6,0.071,0.133,0.071,0.205,-41.0,1,1,1,0,0,0,1964,Right
28,P,Bob Shaw,31,61,13,13,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1964,Right
29,P,Billy Pierce,37,34,9,9,0,3,0,0,0,2,0,0,0,3,0.333,0.333,0.333,0.667,88.0,3,0,0,0,0,0,1964,Left
30,P,Masanori Murakami,20,9,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1964,Left
31,P,Don Larsen,34,6,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1964,Right
32,P,John Pregenzer,31,13,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1964,Right
33,P,Ken MacKenzie,30,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1964,Right
1,C,Tom Haller,28,134,486,422,40,106,4,3,16,49,0,0,47,67,0.251,0.335,0.389,0.724,101.0,164,8,8,6,3,15,1965,Left
2,1B,Willie McCovey,27,160,639,540,93,149,17,4,39,92,0,4,88,118,0.276,0.381,0.539,0.92,154.0,291,8,6,2,3,5,1965,Left
3,2B,Hal Lanier,22,159,556,522,41,118,15,9,0,39,2,1,21,67,0.226,0.256,0.289,0.545,52.0,151,21,0,12,1,4,1965,Right
4,SS,Dick Schofield,30,101,421,379,39,77,10,1,2,19,2,4,33,50,0.203,0.272,0.251,0.522,47.0,95,7,3,5,1,0,1965,Both
5,3B,Jim Ray Hart,23,160,649,591,91,177,30,6,23,96,6,4,47,75,0.299,0.349,0.487,0.837,131.0,288,15,2,2,7,3,1965,Right
6,LF,Len Gabrielson,25,88,301,269,36,81,6,5,4,26,4,0,26,48,0.301,0.365,0.405,0.77,115.0,109,3,2,2,2,5,1965,Left
7,CF,Willie Mays,34,157,638,558,118,177,21,3,52,112,9,4,76,71,0.317,0.398,0.645,1.043,185.0,360,11,0,2,2,16,1965,Right
8,RF,Jesús Alou,23,143,567,543,76,162,19,4,9,52,8,5,13,40,0.298,0.317,0.398,0.715,98.0,216,21,3,6,2,0,1965,Right
9,OF,Matty Alou,26,117,351,324,37,75,12,2,2,18,10,2,17,28,0.231,0.274,0.299,0.573,60.0,97,15,2,8,0,2,1965,Left
10,IF,Jim Davenport,31,106,302,271,29,68,14,3,4,31,0,0,21,47,0.251,0.304,0.369,0.673,87.0,100,8,1,6,3,2,1965,Right
11,LF,Cap Peterson,22,63,117,105,14,26,7,0,3,15,0,0,10,16,0.248,0.31,0.4,0.71,97.0,42,4,0,1,1,2,1965,Right
12,SS,José Pagán,30,26,92,83,10,17,4,0,0,5,1,0,8,9,0.205,0.272,0.253,0.525,48.0,21,3,0,0,1,2,1965,Right
13,OF,Ken Henderson,19,63,83,73,10,14,1,1,0,7,1,1,9,19,0.192,0.277,0.233,0.51,44.0,17,3,0,0,1,4,1965,Both
14,UT,Jack Hiatt,22,40,80,67,5,19,4,0,1,7,0,0,12,14,0.284,0.392,0.388,0.78,119.0,26,3,0,1,0,2,1965,Right
15,SS,Tito Fuentes,21,26,78,72,12,15,1,0,0,1,0,1,5,14,0.208,0.269,0.222,0.491,39.0,16,2,1,0,0,1,1965,Both
16,UT,Harvey Kuenn,34,23,73,59,4,14,0,0,0,6,3,1,10,3,0.237,0.352,0.237,0.589,68.0,14,1,1,2,1,0,1965,Right
17,C,Dick Bertell,29,22,56,48,1,9,1,0,0,3,0,0,7,5,0.188,0.291,0.208,0.499,42.0,10,1,0,1,0,3,1965,Right
18,UT,Orlando Cepeda,27,33,40,34,1,6,1,0,1,5,0,0,3,9,0.176,0.225,0.294,0.519,44.0,10,1,0,0,3,1,1965,Right
19,UT,Ed Bailey,34,24,37,28,1,3,0,0,0,3,0,0,6,7,0.107,0.25,0.107,0.357,4.0,3,3,0,1,2,1,1965,Left
20,UT,Bob Burda,26,31,34,27,0,3,0,0,0,5,0,0,5,6,0.111,0.235,0.111,0.346,0.0,3,2,0,0,2,0,1965,Left
21,C,Randy Hundley,23,6,16,15,0,1,0,0,0,0,0,0,0,4,0.067,0.067,0.067,0.133,-63.0,1,1,0,1,0,0,1965,Right
22,IF,Bob Schroder,20,31,10,9,4,2,0,0,0,1,0,0,1,1,0.222,0.3,0.222,0.522,48.0,2,0,0,0,0,0,1965,Left
23,RF,Ollie Brown,21,6,10,10,0,2,1,0,0,0,0,0,0,2,0.2,0.2,0.3,0.5,37.0,3,0,0,0,0,0,1965,Right
24,C,Bob Barton,23,4,7,7,1,4,0,0,0,1,0,0,0,0,0.571,0.571,0.571,1.143,220.0,4,0,0,0,0,0,1965,Right
25,2B,Chuck Hiller,30,7,7,7,1,1,0,0,1,1,0,0,0,1,0.143,0.143,0.571,0.714,89.0,4,1,0,0,0,0,1965,Left
26,P,Juan Marichal,27,39,109,98,2,17,1,1,0,9,0,0,1,16,0.173,0.18,0.204,0.384,7.0,20,3,0,9,1,0,1965,Right
27,P,Bob Shaw,32,42,84,79,1,8,0,1,0,6,0,0,1,13,0.101,0.113,0.127,0.239,-33.0,10,2,0,4,0,0,1965,Right
28,P,Gaylord Perry,26,49,72,64,4,10,0,0,0,2,0,0,2,19,0.156,0.194,0.156,0.35,-1.0,10,1,1,5,0,0,1965,Right
29,P,Bobby Bolin,26,45,57,54,5,9,0,0,1,7,1,0,1,16,0.167,0.196,0.222,0.419,17.0,12,1,1,1,0,0,1965,Right
30,P,Ron Herbel,27,47,52,49,2,1,0,0,0,2,0,0,1,31,0.02,0.04,0.02,0.06,-83.0,1,0,0,2,0,0,1965,Right
31,P,Jack Sanford,36,23,28,25,0,3,0,0,0,0,0,0,2,7,0.12,0.185,0.12,0.305,-13.0,3,0,0,1,0,0,1965,Right
32,P,Warren Spahn,44,16,24,21,1,3,0,0,0,1,0,0,2,5,0.143,0.208,0.143,0.351,0.0,3,0,0,0,1,0,1965,Left
33,P,Frank Linzy,24,57,18,18,3,4,0,0,1,1,0,0,0,4,0.222,0.222,0.389,0.611,67.0,7,0,0,0,0,0,1965,Right
34,P,Masanori Murakami,21,45,13,13,0,2,0,0,0,0,0,0,0,5,0.154,0.154,0.154,0.308,-14.0,2,0,0,0,0,0,1965,Left
35,P,Bill Henry,37,35,5,5,0,1,0,0,0,1,0,0,0,4,0.2,0.2,0.2,0.4,12.0,1,0,0,0,0,0,1965,Left
36,P,Bob Hendley,26,8,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1965,Right
37,P,Dick Estelle,23,6,2,1,0,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,54.0,0,0,0,0,0,0,1965,Both
38,P,Bill Hands,25,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1965,Right
39,P,Bob Priddy,25,9,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1965,Right
40,P,Jim Duffalo,29,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1965,Right
1,C,Tom Haller,29,142,536,471,74,113,19,2,27,67,1,3,53,74,0.24,0.323,0.461,0.783,112.0,217,10,6,3,3,11,1966,Left
2,1B,Willie McCovey,28,150,588,502,85,148,26,6,36,96,2,1,76,100,0.295,0.391,0.586,0.977,164.0,294,8,6,0,4,10,1966,Left
3,2B,Hal Lanier,23,149,484,459,37,106,14,2,3,37,1,0,16,49,0.231,0.256,0.29,0.546,50.0,133,20,0,8,1,7,1966,Right
4,SS,Tito Fuentes,22,133,564,541,63,141,21,3,9,40,6,3,9,57,0.261,0.276,0.36,0.637,73.0,195,6,3,10,1,1,1966,Both
5,3B,Jim Ray Hart,24,156,636,578,88,165,23,4,33,93,2,5,48,75,0.285,0.342,0.51,0.853,130.0,295,23,4,2,4,6,1966,Right
6,LF,Len Gabrielson,26,94,267,240,27,52,7,0,4,16,0,1,21,51,0.217,0.278,0.296,0.573,57.0,71,2,0,4,2,3,1966,Left
7,CF,Willie Mays,35,152,629,552,99,159,29,4,37,103,5,1,70,81,0.288,0.368,0.556,0.924,149.0,307,13,2,1,4,11,1966,Right
8,RF,Ollie Brown,22,115,386,348,32,81,7,1,7,33,2,5,33,66,0.233,0.303,0.319,0.622,71.0,111,14,2,3,0,7,1966,Right
9,OF,Jesús Alou,24,110,387,370,41,96,13,1,1,20,5,5,9,22,0.259,0.279,0.308,0.587,61.0,114,14,2,4,2,1,1966,Right
10,IF,Jim Davenport,32,111,336,305,42,76,6,2,9,30,1,1,22,40,0.249,0.3,0.37,0.67,83.0,113,8,1,6,2,2,1966,Right
11,LF,Cap Peterson,23,89,204,190,13,45,6,1,2,19,2,0,11,32,0.237,0.279,0.311,0.59,62.0,59,9,1,0,2,1,1966,Right
12,OF,Don Landrum,30,72,112,102,9,19,4,0,1,7,1,1,9,18,0.186,0.259,0.255,0.514,42.0,26,2,1,0,0,0,1966,Left
13,C,Bob Barton,24,43,97,91,1,16,2,1,0,3,0,0,5,5,0.176,0.216,0.22,0.436,20.0,20,2,0,0,1,2,1966,Right
14,UT,Ozzie Virgil,34,42,95,89,7,19,2,0,2,9,1,1,4,12,0.213,0.245,0.303,0.548,49.0,27,3,0,1,1,1,1966,Right
15,UT,Orlando Cepeda,28,19,54,49,5,14,2,0,3,15,0,1,4,11,0.286,0.352,0.51,0.862,133.0,25,0,1,0,0,2,1966,Right
16,UT,Bob Burda,27,37,46,43,3,7,3,0,0,2,0,0,2,5,0.163,0.196,0.233,0.428,17.0,10,1,0,0,1,0,1966,Left
17,SS,Bob Schroder,21,10,35,33,0,8,0,0,0,2,0,0,0,2,0.242,0.242,0.242,0.485,34.0,8,1,0,2,0,0,1966,Left
18,OF,Frank Johnson,23,15,35,32,2,7,0,0,0,0,0,1,2,7,0.219,0.265,0.219,0.483,35.0,7,0,0,1,0,0,1966,Right
19,OF,Ken Henderson,20,11,32,29,4,9,1,1,1,1,0,0,2,3,0.31,0.375,0.517,0.892,142.0,15,0,1,0,0,0,1966,Both
20,1B,Jack Hiatt,23,18,28,23,2,7,2,0,0,1,0,0,4,5,0.304,0.407,0.391,0.799,121.0,9,0,0,1,0,0,1966,Right
21,2B,Don Mason,21,42,26,25,8,3,0,0,1,1,0,1,0,2,0.12,0.12,0.24,0.36,-4.0,6,0,0,1,0,0,1966,Left
22,C,Dick Dietz,24,13,24,23,1,1,0,0,0,0,0,0,0,9,0.043,0.083,0.043,0.127,-64.0,1,1,1,0,0,0,1966,Right
23,SS,Dick Schofield,31,11,18,16,4,1,0,0,0,0,0,0,2,2,0.063,0.167,0.063,0.229,-34.0,1,0,0,0,0,0,1966,Both
24,P,Juan Marichal,28,37,119,112,10,28,5,0,1,15,0,0,2,24,0.25,0.263,0.321,0.585,59.0,36,3,0,5,0,0,1966,Right
25,P,Gaylord Perry,27,36,93,86,4,16,1,0,0,2,0,0,1,25,0.186,0.195,0.198,0.393,8.0,17,0,0,6,0,0,1966,Right
26,P,Bobby Bolin,27,36,83,76,7,13,1,1,2,7,0,0,6,25,0.171,0.232,0.289,0.521,42.0,22,2,0,1,0,0,1966,Right
27,P,Ron Herbel,28,32,40,38,0,1,0,0,0,1,0,0,1,24,0.026,0.051,0.026,0.078,-78.0,1,0,0,0,0,0,1966,Right
28,P,Ray Sadecki,25,26,37,34,5,11,1,1,2,5,0,0,1,5,0.324,0.343,0.588,0.931,149.0,20,0,0,2,0,0,1966,Left
29,P,Lindy McDaniel,30,64,26,22,1,2,0,0,0,0,0,0,0,10,0.091,0.091,0.091,0.182,-50.0,2,0,0,4,0,0,1966,Right
30,P,Frank Linzy,25,51,23,20,0,3,0,1,0,1,0,0,0,3,0.15,0.15,0.25,0.4,7.0,5,0,0,3,0,0,1966,Right
31,P,Bob Priddy,26,39,18,17,0,3,0,0,0,0,0,0,0,7,0.176,0.222,0.176,0.399,11.0,3,0,1,0,0,0,1966,Right
32,P,Joe Gibbon,31,37,16,15,1,3,0,0,0,1,0,0,1,6,0.2,0.25,0.2,0.45,25.0,3,0,0,0,0,0,1966,Right
33,P,Bob Shaw,33,13,8,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0,0,0,2,0,0,1966,Right
34,P,Bill Henry,38,35,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1966,Left
35,P,Bob Garibaldi,24,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1966,Left
36,P,Billy Hoeft,34,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1966,Left
37,P,Rich Robertson,21,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1966,Right
1,C,Tom Haller,30,141,528,455,54,114,23,5,14,49,0,4,62,61,0.251,0.344,0.415,0.759,117.0,189,3,4,4,3,9,1967,Left
2,1B,Willie McCovey,29,135,539,456,73,126,17,4,31,91,3,3,71,110,0.276,0.378,0.535,0.913,159.0,244,8,6,2,4,17,1967,Left
3,2B,Tito Fuentes,23,133,383,344,27,72,12,1,5,29,4,3,27,61,0.209,0.266,0.294,0.56,61.0,101,7,0,11,1,9,1967,Both
4,SS,Hal Lanier,24,151,557,525,37,112,16,3,0,42,2,2,16,61,0.213,0.239,0.255,0.494,42.0,134,17,2,13,1,2,1967,Right
5,3B,Jim Ray Hart,25,158,665,578,98,167,26,7,29,99,1,1,77,100,0.289,0.373,0.509,0.882,151.0,294,14,4,1,5,11,1967,Right
6,LF,Jesús Alou,25,129,534,510,55,149,15,4,5,30,1,7,14,39,0.292,0.316,0.367,0.683,96.0,187,10,4,6,0,2,1967,Right
7,CF,Willie Mays,36,141,544,486,83,128,22,2,22,70,6,0,51,92,0.263,0.334,0.453,0.787,124.0,220,12,2,2,3,7,1967,Right
8,RF,Ollie Brown,23,120,446,412,44,110,12,1,13,53,0,2,25,65,0.267,0.312,0.396,0.708,102.0,163,15,4,1,4,7,1967,Right
9,IF,Jim Davenport,33,124,347,295,42,81,10,3,5,30,1,4,39,50,0.275,0.366,0.38,0.745,114.0,112,7,4,8,1,6,1967,Right
10,OF,Ken Henderson,21,65,203,179,15,34,3,0,4,14,0,1,19,52,0.19,0.274,0.274,0.547,58.0,49,4,2,2,1,0,1967,Both
11,1B,Jack Hiatt,24,73,182,153,24,42,6,0,6,26,0,0,27,37,0.275,0.387,0.431,0.818,135.0,66,3,1,1,0,1,1967,Right
12,2B,Bob Schroder,22,62,153,135,20,31,4,0,0,7,1,0,15,15,0.23,0.307,0.259,0.566,64.0,35,1,0,3,0,3,1967,Left
13,C,Dick Dietz,25,56,148,120,10,27,3,0,4,19,0,1,25,44,0.225,0.358,0.35,0.708,104.0,42,3,1,0,2,0,1967,Right
14,OF,Ty Cline,28,64,133,122,18,33,5,5,0,4,2,1,9,13,0.27,0.326,0.393,0.719,106.0,48,1,1,1,0,0,1967,Left
15,3B,Bobby Etheridge,24,40,129,115,13,26,7,2,1,15,0,0,7,12,0.226,0.297,0.348,0.645,85.0,40,4,5,1,1,0,1967,Right
16,SS,Dick Groat,36,34,78,70,4,12,1,1,0,4,0,0,6,7,0.171,0.237,0.214,0.451,31.0,15,3,0,2,0,1,1967,Right
17,UT,Norm Siebern,33,46,72,58,6,9,1,1,0,4,0,0,14,13,0.155,0.319,0.207,0.526,54.0,12,0,0,0,0,0,1967,Left
18,MI,César Gutiérrez,24,18,23,21,4,3,0,0,0,0,1,0,1,4,0.143,0.217,0.143,0.36,6.0,3,0,1,0,0,0,1967,Right
19,LF,Billy Sorrell,26,18,21,17,1,3,1,0,0,1,0,0,3,2,0.176,0.3,0.235,0.535,56.0,4,0,0,1,0,0,1967,Left
20,C,Bob Barton,25,7,20,19,0,4,0,0,0,1,0,0,0,2,0.211,0.25,0.211,0.461,34.0,4,1,1,0,0,0,1967,Right
21,OF,Frank Johnson,24,8,11,10,3,3,0,0,0,0,0,0,1,2,0.3,0.364,0.3,0.664,93.0,3,1,0,0,0,0,1967,Right
22,2B,Don Mason,22,4,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1967,Left
23,,Dave Marshall,24,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1967,Left
24,P,Gaylord Perry,28,42,106,91,2,13,1,0,0,2,0,0,0,28,0.143,0.143,0.154,0.297,-15.0,14,1,0,15,0,0,1967,Right
25,P,Mike McCormick,28,41,95,84,8,10,2,0,1,5,0,0,4,32,0.119,0.157,0.179,0.336,-4.0,15,5,0,6,1,0,1967,Left
26,P,Juan Marichal,29,26,83,79,5,14,6,0,0,3,0,0,2,10,0.177,0.198,0.253,0.451,29.0,20,1,0,2,0,0,1967,Right
27,P,Ray Sadecki,26,37,75,73,2,18,3,0,0,5,0,0,1,15,0.247,0.257,0.288,0.544,56.0,21,0,0,1,0,0,1967,Left
28,P,Bobby Bolin,28,37,36,33,4,8,2,0,0,1,0,0,1,12,0.242,0.265,0.303,0.568,63.0,10,0,0,2,0,0,1967,Right
29,P,Ron Herbel,29,42,33,28,0,3,2,0,0,0,0,1,2,14,0.107,0.167,0.179,0.345,-1.0,5,0,0,3,0,0,1967,Right
30,P,Joe Gibbon,32,28,26,24,0,1,1,0,0,0,0,0,1,12,0.042,0.08,0.083,0.163,-53.0,2,0,0,1,0,0,1967,Right
31,P,Frank Linzy,26,57,18,15,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100.0,0,0,0,3,0,0,1967,Right
32,P,Lindy McDaniel,31,41,11,11,0,1,0,0,0,0,0,0,0,6,0.091,0.091,0.091,0.182,-48.0,1,0,0,0,0,0,1967,Right
33,P,Néstor Chávez,19,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1967,Right
34,P,Ron Bryant,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1967,Both
35,P,Bill Henry,39,28,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1967,Left
36,P,Rich Robertson,22,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1967,Right
1,C,Dick Dietz,26,98,338,301,21,82,14,2,6,38,1,1,34,68,0.272,0.347,0.392,0.739,121.0,118,5,1,1,1,3,1968,Right
2,1B,Willie McCovey,30,148,608,523,81,153,16,4,36,105,4,2,72,71,0.293,0.378,0.545,0.923,174.0,285,10,5,0,8,20,1968,Left
3,2B,Ron Hunt,27,148,650,529,79,132,19,0,2,28,6,6,78,41,0.25,0.371,0.297,0.667,102.0,157,9,25,16,2,2,1968,Right
4,SS,Hal Lanier,25,151,518,486,37,100,14,1,0,27,2,2,12,57,0.206,0.222,0.239,0.461,38.0,116,17,0,14,6,0,1968,Right
5,3B,Jim Ray Hart,26,136,535,480,67,124,14,3,23,78,3,1,46,74,0.258,0.323,0.444,0.767,128.0,213,16,3,0,6,10,1968,Right
6,LF,Ty Cline,29,116,310,291,37,65,6,3,1,28,0,2,11,26,0.223,0.253,0.275,0.528,58.0,80,4,1,6,1,1,1968,Left
